date,oregon_flu,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza,influenza a and b,cure the flu,flu season,flu shots,dangerous fever,break a fever,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,flu 2019,incubation period for flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,human temperature,high fever,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,flu in oregon,reduce fever,cdc,type a influenza,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,symptoms,signs of flu,over the counter flu medicine,flu or cold,get rid of the flu,is flu contagious,flu germs,flu fever,flu oregon,early flu symptoms,how long is flu contagious,treatment for flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,portland flu,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,flu complications,signs of the flu,treat flu,how to get rid of the flu,target
2010-50,1.3949799999999999,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,2.0603700000000003
2010-51,2.0603700000000003,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,2.2970900000000003
2010-52,2.2970900000000003,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.22262
2011-01,1.22262,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.6450599999999995
2011-02,1.6450599999999995,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.9035900000000001
2011-03,1.9035900000000001,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,2.11458
2011-04,2.11458,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.6229
2011-05,1.6229,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,2.25032
2011-06,2.25032,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,2.5634
2011-07,2.5634,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.81037
2011-08,1.81037,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.91172
2011-09,1.91172,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,2.09194
2011-10,2.09194,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.625
2011-11,1.625,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.64474
2011-12,1.64474,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.28979
2011-13,1.28979,8.0,0.0,10.0,20.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,13.0,40.0,0.0,13.0,0.0,2.0,0.0,2.0,24.0,0.0,0.0,24.0,16.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,2.0,56.0,0.0,0.0,27.0,54.0,0.0,7.0,7.0,37.0,7.0,0.0,6.0,0.0,13.0,0.0,75.0,0.0,0.0,25.0,0.0,25.0,0.0,3.0,7.0,0.0,0.0,13.0,13.0,0.0,20.0,34.0,0.0,4.0,4.0,0.0,29.0,29.0,29.0,0.0,0.0,49.0,0.0,1.0082200000000001
2011-14,1.0082200000000001,8.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,50.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,6.0,0.0,0.0,12.0,0.0,77.0,0.0,0.0,0.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,13.0,0.0,26.0,44.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965873
2011-15,0.965873,8.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,50.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,6.0,0.0,0.0,12.0,0.0,77.0,0.0,0.0,0.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,13.0,0.0,26.0,44.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07246
2011-16,1.07246,8.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,50.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,6.0,0.0,0.0,12.0,0.0,77.0,0.0,0.0,0.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,13.0,0.0,26.0,44.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959752
2011-17,0.959752,8.0,0.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,50.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,6.0,0.0,0.0,12.0,0.0,77.0,0.0,0.0,0.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,13.0,0.0,26.0,44.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924745
2011-18,0.924745,5.0,0.0,10.0,10.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,21.0,21.0,2.0,0.0,52.0,0.0,0.0,28.0,28.0,0.0,0.0,7.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,4.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.929924
